59	187	5	888204349
468	462	4	875288196
515	362	4	887658844
303	203	5	879467669
826	210	5	885690526
249	39	4	879572284
881	215	3	876538726
528	194	5	886101956
183	202	4	891463320
465	836	3	883531155
836	419	2	885753979
912	610	4	875966027
82	238	3	878769373
925	327	3	884717790
380	71	4	885479082
425	357	5	878737981
207	566	4	875509434
479	198	5	879460939
878	215	2	880866687
666	234	3	880139323
904	280	5	879735678
706	687	1	880996945
889	42	5	880180191
417	574	2	879649428
92	1046	3	875812841
825	825	4	881187129
646	328	3	888528457
456	127	5	881373019
389	785	3	880613841
87	523	5	879875649
494	479	3	879541207
903	1073	3	891032842
568	100	4	877907281
561	346	5	885806862
847	174	4	878941168
238	258	3	883575728
128	471	4	879967804
846	716	3	883949508
228	651	4	889388521
835	281	4	891032718
423	329	3	891394952
480	705	4	891208520
10	509	4	877889005
825	405	5	880756442
276	456	2	874787237
59	212	4	888205463
164	823	4	889402225
456	357	4	881373084
919	70	4	875921442
407	732	4	876341443
683	895	2	893284138
335	258	1	891566808
458	735	2	886397679
79	508	3	891271676
361	60	4	879440605
928	876	5	880936023
615	886	2	879447692
359	472	4	886453402
940	1401	1	885921371
51	184	3	883498685
99	125	4	885678840
253	487	4	891628323
425	325	3	878737684
566	512	4	881650148
432	151	4	889415895
551	380	3	892783488
854	756	3	882813364
407	972	3	876340120
604	56	2	883668097
201	175	2	884140022
457	717	3	882395894
144	213	4	888105387
527	582	2	879456078
860	49	2	885991316
906	307	3	879434378
870	258	4	886883539
301	229	3	882078228
38	590	1	892434373
756	161	3	874831194
758	262	5	880672257
343	265	2	876406878
664	156	4	876526784
393	1168	3	889729346
456	4	3	881374849
48	269	1	879434094
839	696	2	875752479
747	286	4	888638335
299	728	2	889503159
184	428	4	889909551
291	410	5	874834481
561	226	1	885809806
782	1013	3	891499439
474	1518	3	887927338
206	1024	1	888180049
561	240	1	885810726
60	237	4	883327442
14	923	5	890881294
530	174	4	883784503
868	496	2	877107597
435	333	3	884130647
825	273	5	880756401
705	174	5	883427640
796	315	5	892611769
545	234	3	879899905
405	395	3	885547506
900	618	4	877833957
468	318	5	875293386
892	797	4	886610372
169	181	5	891359276
557	327	3	882458785
378	318	5	880045823
60	166	4	883326593
379	176	5	886317511
437	755	3	880143450
417	1119	3	879648382
499	511	5	885599227
226	509	4	883889322
858	333	4	880933013
152	173	5	882474378
870	382	3	875680568
402	151	5	876266984
486	252	3	879875316
457	559	4	882398054
456	133	3	881373084
707	496	3	886286433
64	269	5	879365313
595	324	3	886920632
714	276	2	892777242
201	792	4	884140579
738	423	4	875350223
582	288	3	882960396
682	163	3	888521833
916	51	2	880845658
296	688	1	884196374
290	429	4	880474606
840	191	4	891204160
666	636	4	880568322
405	654	2	885548579
363	325	1	891494012
707	309	2	880684605
621	67	4	880739654
608	655	5	880405395
901	204	5	877131307
668	596	3	881591297
795	1052	3	883255477
235	196	3	889655162
70	174	5	884065782
878	393	3	880870487
8	689	4	879361873
58	213	5	884663379
87	382	3	879876488
374	1049	1	883628021
551	451	1	892784976
308	634	4	887737334
308	92	4	887737293
577	546	3	880470483
406	665	3	879792928
828	874	3	891380355
749	252	3	878847057
588	699	4	890024385
464	298	4	878355061
94	168	5	891721378
650	635	3	891370155
102	230	2	888801232
504	237	3	887831753
104	111	1	888465675
456	1081	4	881372191
805	91	5	881695527
201	186	3	884114069
301	737	2	882078906
178	12	5	882826162
820	258	3	887954853
201	358	1	884111095
870	772	4	875679767
520	898	5	885168939
493	196	4	884130933
409	214	4	881109216
3	323	2	889237269
863	1127	4	889289157
125	367	4	892836551
610	485	5	888703815
638	449	2	876694995
863	319	2	889289123
537	14	4	886030108
280	173	3	891700453
727	100	2	883708830
417	134	4	879647196
35	879	4	875459073
126	302	4	887853469
269	175	5	891455816
399	727	4	882344722
203	326	4	880433398
90	713	4	891385466
645	513	5	892054481
311	82	5	884364436
684	763	2	878232961
579	331	3	880951346
399	506	3	882344406
405	1182	1	885547557
454	140	3	888267386
889	511	4	880178183
805	419	4	881705766
373	727	4	877098784
233	371	5	880190399
600	228	3	888451840
222	409	3	881061213
393	541	3	889555384
897	763	3	879993404
42	227	4	881109060
454	272	5	888007255
798	228	3	875915639
184	738	3	889910372
805	151	5	881705810
666	118	3	880313903
655	1107	4	888813272
303	1239	1	879544020
767	222	5	891462760
627	636	4	879531302
279	469	4	884982881
682	808	4	888517762
683	300	3	893283728
703	7	4	875242599
102	635	2	888803148
524	660	5	884636152
344	357	5	884814432
181	1085	1	878962623
588	658	5	890025751
709	127	5	879847945
727	219	3	883712476
399	432	3	882348283
134	328	4	891732335
943	193	4	888639093
255	300	3	883215358
704	604	5	891397366
373	238	4	877098890
913	1	2	880758579
436	763	4	887771042
606	197	3	880926862
378	803	3	880334440
244	553	5	880606215
286	269	5	879780839
840	173	5	891204356
308	177	5	887738570
232	921	4	888549929
195	55	4	888737417
416	768	3	893210187
524	950	4	884323351
500	498	4	883873911
807	144	4	892528771
293	226	1	888906906
514	183	3	875462645
606	31	4	880925199
665	315	4	884697720
347	183	3	881654232
561	15	3	885809291
705	8	3	883427904
94	109	4	891721974
152	1301	5	884018462
239	64	1	889178616
870	38	3	879714608
250	1	4	883263374
361	525	4	879441253
250	204	2	878091682
1	201	3	878542960
917	476	5	882912385
901	523	4	877132400
562	56	1	879195156
686	28	4	879546147
487	50	4	883442018
848	755	5	887046674
343	174	5	876404464
342	13	3	874984480
450	1152	5	882812558
561	163	3	885808963
796	480	4	892663155
201	406	1	884114505
592	1070	5	882956158
374	1059	2	883627906
238	845	3	883576424
796	63	3	893218764
892	184	4	886609726
1	28	4	875072173
654	151	4	887863471
696	327	4	886404144
184	1012	3	889907448
111	340	4	891679692
445	1010	1	891200506
144	508	4	888104150
682	291	1	888517364
92	679	4	875660468
650	290	2	891387979
299	529	4	877880852
511	346	4	890004686
158	797	3	880134701
932	165	4	891248996
934	527	3	891191334
741	180	4	891457855
144	531	5	888105473
25	498	4	885852086
326	186	4	879877143
290	105	2	880732753
2	306	4	888550774
541	196	4	883864928
587	326	3	892871284
661	196	3	888300680
734	82	4	891022704
374	274	4	880393668
6	517	4	883602212
524	79	4	884634818
474	55	4	887926271
804	176	4	879441702
543	528	4	874864666
699	127	3	878881828
751	118	2	889298074
213	25	4	878870750
479	496	3	879461084
943	415	1	888640027
698	421	2	886367366
943	94	4	888639929
157	340	5	886889616
592	302	5	882607325
561	67	1	885810240
437	684	3	880382747
276	151	5	874786568
48	210	3	879434886
503	1475	5	880382768
417	1232	2	879649369
234	156	2	892078936
161	486	1	891171657
940	289	3	884801144
169	134	5	891359250
826	665	5	885690819
521	156	4	884478171
297	286	5	874953892
334	708	4	891628833
91	69	5	891439057
7	294	1	892130809
896	993	4	887235498
586	54	3	884068393
268	294	3	876513675
405	1545	2	885546201
486	7	5	879874753
692	1028	3	876953823
579	111	4	880952142
932	479	5	891249794
119	252	3	874780832
704	322	2	891396881
452	89	5	875263413
291	717	3	874834388
451	881	4	879012721
209	1	5	883460644
117	184	3	881012601
498	98	4	881957681
100	288	2	891374603
44	91	2	878348573
648	414	1	884797033
532	316	4	888631773
20	274	4	879668248
434	628	1	886724873
535	338	3	879617098
588	370	5	890031141
850	419	5	883195394
239	529	5	889179808
370	183	4	879434937
889	268	4	880176620
334	297	5	891544680
935	1048	3	884472465
115	69	1	881171825
7	504	5	891352384
488	526	4	891294530
90	135	5	891384570
38	70	5	892432424
495	145	4	888637147
161	496	3	891171734
862	105	3	879303346
582	742	3	882961082
267	155	3	878973088
174	332	5	886432901
181	1382	1	878962168
326	665	1	879876975
864	250	3	891044057
389	161	2	880088269
417	483	5	879647355
937	242	3	876762200
391	98	4	877399133
495	71	5	888634111
664	529	4	878090125
707	866	2	880060974
671	234	4	883546890
694	665	4	875728729
334	307	3	891544135
83	245	2	891181703
401	318	4	891032737
393	1092	3	889731139
848	89	5	887040097
177	92	4	882142295
18	604	5	880129731
136	283	4	882693529
43	225	2	875975579
932	676	4	891251738
599	535	4	880952267
246	981	1	884924765
87	63	4	879876848
452	8	4	875266060
684	483	5	878576905
406	25	1	879540106
72	106	4	880036185
409	1176	4	881104838
289	7	4	876789628
858	690	3	879459087
328	200	4	885046420
815	614	3	878695964
655	153	2	887523641
389	56	5	880086868
435	157	4	884132146
840	285	4	891203203
97	7	5	884238939
887	1079	1	881378773
292	665	3	881103478
727	549	3	883712219
291	93	4	874805927
682	687	2	888518871
294	343	4	889241511
498	210	2	881957054
774	986	1	888558594
750	338	3	879445961
650	191	4	891381546
293	497	4	888906217
836	260	2	885753691
605	223	5	881015099
378	435	4	889665232
308	1411	4	887741150
324	742	5	880575493
772	288	2	889028773
407	476	2	884203501
305	1018	5	886324580
342	169	5	875318907
899	229	2	884122254
417	123	2	879646500
207	69	4	877878342
267	423	3	878972842
365	268	5	891303474
474	470	3	887926437
286	790	1	877535208
711	340	5	886030557
746	121	3	885075337
495	796	4	888637070
45	952	4	881014247
936	508	3	886832282
361	603	5	879441215
664	153	4	876526152
763	732	3	878919206
749	204	4	878847576
267	464	5	878974783
286	133	4	877531730
881	820	2	876537285
758	258	4	880672230
837	278	3	875722246
601	9	4	876347196
83	240	1	883870084
308	12	5	887737243
417	385	5	879648184
151	372	5	879524819
778	496	1	891234406
741	173	2	891018366
566	393	2	881651434
442	144	4	883390328
318	968	3	884496671
350	23	5	882345823
206	323	1	888179833
281	989	2	881200789
907	1244	5	880159381
550	294	3	883426119
618	625	4	891309192
38	140	5	892430309
659	479	5	891383412
846	520	5	883947960
903	196	4	891033781
796	28	3	892662523
907	19	5	880158730
781	215	3	879634124
796	265	5	892761544
205	313	3	888284313
699	246	4	883278783
621	833	3	880738462
151	211	5	879528588
137	748	4	881432626
378	436	4	880046437
645	708	3	892055072
276	96	5	874792435
453	67	4	888205882
95	1133	3	880572416
880	92	4	880167778
514	587	4	880210105
102	233	3	888801622
842	288	3	891218192
804	81	4	879441913
894	689	3	880993390
263	135	5	891299877
429	762	4	882386814
533	596	2	880402996
868	268	4	877102974
207	79	4	875509888
541	659	5	883865555
355	328	4	879486422
798	161	3	875639235
736	532	4	878709365
224	893	3	888082350
234	491	4	892079538
130	1019	4	875801530
877	307	3	882676190
373	196	5	877098487
158	648	5	880135020
97	23	5	884239553
374	292	4	880392237
286	535	5	875806918
330	432	4	876546753
379	554	4	880525678
545	563	3	879900011
312	414	3	891699626
544	292	4	884795470
828	283	3	891035864
905	137	3	884984148
303	1226	4	879544713
291	555	1	874868629
763	527	3	878915692
24	9	5	875323745
937	508	1	876780336
234	304	3	891033591
848	200	2	887040302
332	931	2	888360532
620	1	5	889987954
326	210	3	879874964
662	10	4	880570142
75	952	5	884050393
838	302	4	887060659
575	98	4	878146853
655	942	4	888685850
559	204	3	891035708
862	258	5	879302461
868	578	2	877112439
160	135	4	876860807
78	298	3	879633702
276	172	5	874792435
303	369	1	879544130
21	774	2	874951898
13	900	5	888279677
416	476	5	893213796
456	550	2	881375381
336	367	3	877757910
328	343	3	885044452
406	662	3	882480481
682	111	3	888521740
271	425	2	885849275
485	330	3	891042162
545	684	4	879899380
582	826	3	882962652
880	423	5	880175690
222	623	2	878183985
480	443	4	891208746
933	763	3	874938644
49	462	2	888066486
345	245	2	884901497
503	484	4	880472188
46	181	4	883616254
840	582	5	891204265
489	324	3	891445320
697	254	2	882621958
130	426	4	875801897
190	1313	2	891033445
141	126	5	884585642
354	610	4	891217429
407	100	5	875042905
645	174	4	892053518
747	64	5	888639642
323	144	4	878739988
592	263	1	882607779
670	484	5	877975391
439	121	2	882893768
495	831	1	888637325
719	9	4	883354106
308	23	5	887737293
543	576	4	877546306
563	678	2	880506368
711	995	4	879991134
5	449	2	875636099
268	33	3	875310645
789	127	5	880332039
773	588	1	888539232
533	1016	3	887721769
934	506	4	891193331
889	1	3	880177104
493	431	5	884132037
320	97	5	884750946
275	380	3	876198328
758	346	2	883099368
207	841	3	876018501
352	385	4	884289760
910	1	4	880822060
537	714	3	886031886
657	1	3	884239123
897	235	3	879993519
472	1095	4	883904614
870	9	5	879376967
795	108	3	880559483
528	58	5	886101994
311	1221	4	884364502
627	317	5	879530071
889	1074	3	880181515
929	32	3	880817818
437	239	4	880141529
707	283	4	880059957
283	109	4	879297237
49	25	2	888068791
774	423	1	888556634
43	70	4	883955048
174	215	5	886514220
592	367	4	882956510
301	150	4	882074345
503	382	4	880383174
158	1	4	880132443
849	174	5	879695469
532	708	4	877634392
643	23	5	891447835
860	517	4	885991076
402	182	5	876266775
393	144	3	887746174
504	174	4	887909455
417	827	2	879646860
424	261	3	880859115
473	303	4	878156932
387	463	4	886483526
7	553	3	892134010
416	526	5	893214226
176	881	3	886047531
201	370	1	884114506
221	385	4	875245948
838	60	4	887067575
546	234	4	885141332
642	1469	4	886568725
276	474	5	889174904
399	114	4	882341974
87	72	3	879876848
608	268	4	880402983
621	108	3	881445012
642	1055	4	886569483
690	226	3	881179969
517	294	1	892607194
943	67	4	888640143
389	402	3	880613797
256	452	4	882164999
125	687	3	892836268
312	1	5	891698832
553	514	3	879948695
184	780	4	889913254
12	684	5	879959105
931	283	4	891036604
381	403	3	892696045
38	144	5	892430369
757	4	5	888466461
609	147	1	886895016
296	303	4	884196238
655	381	3	887474656
379	523	4	880525108
345	676	4	884991384
234	510	4	892079840
250	56	4	878090004
243	129	2	879987526
402	764	3	876266985
524	97	5	884636583
721	732	4	877147079
715	175	3	875962964
758	195	5	881975416
1	254	1	878541392
94	458	4	891722306
870	211	3	879539713
176	319	3	886046979
22	241	3	878888025
152	780	5	884019189
592	292	1	882607434
773	790	3	888539825
28	288	5	882826398
430	50	4	877225516
880	23	5	880175735
397	289	3	885349348
385	417	2	879447671
181	1349	1	878962278
13	810	5	882398076
156	651	4	888185906
561	156	4	885807484
406	496	4	879445378
666	613	5	880139295
627	11	4	879529702
127	222	5	884364866
573	134	4	885843928
541	931	3	883875370
488	136	4	891294158
592	129	5	882608457
407	508	4	876348660
798	709	5	875914860
298	473	3	884183952
405	557	1	885549650
487	783	4	884045361
748	168	3	879454930
347	249	5	881652683
767	163	4	891462560
880	722	3	880174904
354	151	3	891218356
416	345	5	893214332
664	58	4	876525292
798	1139	3	876177661
397	693	4	885349955
648	629	4	882213596
518	288	3	876822581
181	690	3	878961511
916	674	3	880845522
95	715	1	880572060
907	117	5	880159172
110	215	3	886987894
653	802	2	880153040
535	276	3	879618965
18	47	3	880131262
844	1474	4	877387195
26	748	1	891348192
324	301	5	880575108
72	356	4	880036911
749	735	5	878847716
788	380	3	880869215
757	313	3	888443263
20	498	3	879669001
630	930	3	885667551
828	475	4	891035724
885	154	3	885713434
38	95	5	892430094
13	367	3	882141458
256	554	4	882164644
601	239	3	876350537
305	729	3	886324712
43	277	1	883955498
479	475	1	879460028
897	497	3	879990430
605	496	5	879424600
271	317	3	885848863
872	106	3	888479624
642	217	2	886569659
456	200	4	881374390
254	225	3	886475952
727	1034	2	883713692
227	748	1	879035387
109	552	2	880582414
145	156	5	875271896
234	179	3	892079373
648	294	3	884366184
807	485	5	892531977
64	311	2	889737269
762	111	2	878719371
459	1038	4	879561654
553	1021	2	879949153
393	1139	3	889729561
806	240	2	882385455
655	287	3	890497592
464	307	5	878354859
655	1650	4	892871225
95	228	4	879196231
721	382	4	877147675
279	198	3	882456211
449	61	5	880410700
653	286	4	884405346
707	83	3	886286926
383	475	2	891193137
128	747	3	879968742
406	661	5	879446268
313	566	4	891016220
659	199	4	891383965
291	175	2	874867966
530	333	3	890627264
279	73	4	875310041
536	436	3	882359883
632	705	5	879459738
684	376	3	878762273
377	268	3	891295937
449	137	5	879958866
177	245	3	880130534
621	418	3	874965298
642	447	4	886569328
825	1011	3	881101246
683	472	3	893286550
642	1509	2	885606270
804	157	4	879442862
815	732	5	878694106
629	690	2	880116067
562	148	5	879195442
655	651	4	887564613
269	7	3	891449055
222	175	3	878181739
92	67	3	875907436
429	427	5	882385569
758	269	4	880672230
305	175	4	886322893
45	1001	3	881014785
56	204	5	892676908
486	300	4	879874388
894	121	3	880993662
870	1267	2	879270213
886	202	3	876032509
483	432	3	884047278
235	512	5	889656044
586	188	2	884058956
82	281	3	884714290
334	405	3	891547040
497	145	4	879362382
932	285	4	891250392
424	538	5	880858861
882	101	3	879879807
417	1207	3	880952970
214	1017	4	891543156
622	4	4	882671120
321	515	5	879440109
927	1	5	879191524
301	181	5	882074291
178	82	5	882826242
624	347	4	891961140
458	86	5	886397679
486	295	3	879874630
525	293	3	881086108
747	282	2	888640475
548	226	5	891044596
389	490	3	879991081
276	1089	2	882659211
863	326	5	889289157
662	319	3	880569520
854	825	3	882813143
184	508	4	889907738
892	151	4	886609330
70	208	4	884149431
360	474	5	880355803
680	257	4	877075273
117	1165	3	881010727
616	748	3	891224840
621	541	4	874964605
90	1201	5	891383687
109	154	2	880578121
189	13	4	893264220
698	945	2	886367100
332	240	4	887938299
223	1014	4	891549975
201	509	3	884111546
577	662	4	880474933
425	358	4	890346630
843	288	4	879443544
479	604	3	879461084
566	83	4	881650148
761	243	3	876189749
324	125	5	880575714
718	591	4	883349191
681	294	5	885409938
344	537	4	884814432
448	286	2	891887393
437	770	3	881001208
666	151	2	880313582
698	135	3	886366483
560	478	4	879975752
380	610	2	885478886
647	993	4	876534131
832	25	2	888260157
562	66	1	879195927
886	96	3	876031392
402	258	4	876266650
294	240	3	877820294
479	248	4	879460192
733	294	2	879536001
751	432	4	889134420
284	682	3	885329322
758	141	4	881977533
286	155	4	877533640
540	340	4	882156710
437	961	5	881002323
566	685	3	881651183
189	20	5	893264466
234	144	3	892079840
500	821	2	883876837
398	199	4	875721548
280	528	3	891700553
903	276	5	891380461
755	328	4	882569881
843	185	3	879443341
301	300	4	882075500
312	50	5	891698300
235	705	5	889655204
674	255	4	887763012
276	452	3	880913767
416	338	3	880159023
116	292	4	876453847
797	286	2	879438957
257	305	4	882049607
303	825	3	879485016
670	174	4	877975344
644	330	4	889076173
916	476	2	880843775
457	664	4	882549601
487	195	4	883446907
194	520	5	879545114
472	418	3	875980120
345	173	5	884902317
56	636	4	892683533
328	215	3	885046773
13	751	5	882774081
182	15	4	885612967
539	303	5	879787770
2	298	3	888551441
452	863	5	885816769
62	273	4	879371980
604	444	2	883668175
89	475	5	879441307
889	246	4	880176926
682	1079	3	888523657
846	780	4	883949380
254	97	5	887346963
454	968	2	888267198
424	100	5	880859446
75	756	2	884050309
557	289	4	880484992
532	761	4	874787387
938	257	5	891356350
8	195	5	879362287
835	187	4	891033078
843	434	4	879447146
327	410	2	887819462
847	121	3	878775523
407	143	4	875117053
789	50	5	880332114
289	471	4	876789373
503	182	3	880472321
262	44	2	879794446
286	703	2	889651672
651	515	5	879348966
586	164	2	884059486
36	885	5	882157581
194	423	3	879548121
95	196	4	879198354
382	475	3	875946103
365	1017	4	891304213
298	186	4	884183256
862	96	4	879305051
921	79	4	879380704
663	1276	3	889492679
689	748	5	876674637
442	569	2	883390140
234	1203	4	892079910
454	255	4	881959276
303	433	4	879467985
642	795	4	886570173
870	589	4	880584534
671	255	5	884375221
932	235	2	891250770
493	192	3	884132015
575	176	4	878148087
18	510	4	880130680
521	72	3	885254323
180	186	4	877127189
234	939	2	892333798
222	82	4	878182453
354	900	4	891180527
251	151	5	886272118
566	82	4	881650709
307	401	1	879114143
581	9	5	879641787
840	14	5	891203250
795	123	4	880558447
505	491	3	889333861
387	229	2	886483195
178	71	4	882826577
862	214	3	879304834
411	181	5	892845605
13	164	3	882396790
313	98	4	891014444
344	295	3	889814571
757	574	3	888467187
676	286	4	892685252
659	345	4	891044849
198	655	4	884209188
223	11	3	891550649
204	300	3	892388900
399	238	1	882342061
579	655	3	880952201
405	575	5	885547557
160	192	5	876861185
798	1540	4	875743576
374	173	3	882158521
390	329	3	879693608
177	176	4	880130951
